Tournament,Stage,Match Type,Match Name,Map,Round Number,Team,Method,Outcome
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DetonatioN FocusMe vs BOOM Esports,Ascent,1,BOOM Esports,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DetonatioN FocusMe vs BOOM Esports,Ascent,1,DetonatioN FocusMe,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DetonatioN FocusMe vs BOOM Esports,Ascent,2,BOOM Esports,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DetonatioN FocusMe vs BOOM Esports,Ascent,2,DetonatioN FocusMe,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DetonatioN FocusMe vs BOOM Esports,Ascent,3,BOOM Esports,Time Expiry (No Plant),Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DetonatioN FocusMe vs BOOM Esports,Ascent,3,DetonatioN FocusMe,Time Expiry (Failed to Plant),Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DetonatioN FocusMe vs BOOM Esports,Ascent,4,DetonatioN FocusMe,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DetonatioN FocusMe vs BOOM Esports,Ascent,4,BOOM Esports,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DetonatioN FocusMe vs BOOM Esports,Ascent,5,BOOM Esports,Time Expiry (No Plant),Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DetonatioN FocusMe vs BOOM Esports,Ascent,5,DetonatioN FocusMe,Time Expiry (Failed to Plant),Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DetonatioN FocusMe vs BOOM Esports,Ascent,6,BOOM Esports,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DetonatioN FocusMe vs BOOM Esports,Ascent,6,DetonatioN FocusMe,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DetonatioN FocusMe vs BOOM Esports,Ascent,7,BOOM Esports,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DetonatioN FocusMe vs BOOM Esports,Ascent,7,DetonatioN FocusMe,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DetonatioN FocusMe vs BOOM Esports,Ascent,8,BOOM Esports,Defused,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DetonatioN FocusMe vs BOOM Esports,Ascent,8,DetonatioN FocusMe,Detonated Denied,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DetonatioN FocusMe vs BOOM Esports,Ascent,9,BOOM Esports,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DetonatioN FocusMe vs BOOM Esports,Ascent,9,DetonatioN FocusMe,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DetonatioN FocusMe vs BOOM Esports,Ascent,10,DetonatioN FocusMe,Detonated,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DetonatioN FocusMe vs BOOM Esports,Ascent,10,BOOM Esports,Failed Defused,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DetonatioN FocusMe vs BOOM Esports,Ascent,11,DetonatioN FocusMe,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DetonatioN FocusMe vs BOOM Esports,Ascent,11,BOOM Esports,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DetonatioN FocusMe vs BOOM Esports,Ascent,12,DetonatioN FocusMe,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DetonatioN FocusMe vs BOOM Esports,Ascent,12,BOOM Esports,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DetonatioN FocusMe vs BOOM Esports,Ascent,13,BOOM Esports,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DetonatioN FocusMe vs BOOM Esports,Ascent,13,DetonatioN FocusMe,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DetonatioN FocusMe vs BOOM Esports,Ascent,14,BOOM Esports,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DetonatioN FocusMe vs BOOM Esports,Ascent,14,DetonatioN FocusMe,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DetonatioN FocusMe vs BOOM Esports,Ascent,15,BOOM Esports,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DetonatioN FocusMe vs BOOM Esports,Ascent,15,DetonatioN FocusMe,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DetonatioN FocusMe vs BOOM Esports,Ascent,16,DetonatioN FocusMe,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DetonatioN FocusMe vs BOOM Esports,Ascent,16,BOOM Esports,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DetonatioN FocusMe vs BOOM Esports,Ascent,17,DetonatioN FocusMe,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DetonatioN FocusMe vs BOOM Esports,Ascent,17,BOOM Esports,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DetonatioN FocusMe vs BOOM Esports,Ascent,18,BOOM Esports,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DetonatioN FocusMe vs BOOM Esports,Ascent,18,DetonatioN FocusMe,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DetonatioN FocusMe vs BOOM Esports,Ascent,19,BOOM Esports,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DetonatioN FocusMe vs BOOM Esports,Ascent,19,DetonatioN FocusMe,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Haven,1,Team Secret,Defused,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Haven,1,Rex Regum Qeon,Detonated Denied,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Haven,2,Team Secret,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Haven,2,Rex Regum Qeon,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Haven,3,Rex Regum Qeon,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Haven,3,Team Secret,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Haven,4,Team Secret,Defused,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Haven,4,Rex Regum Qeon,Detonated Denied,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Haven,5,Rex Regum Qeon,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Haven,5,Team Secret,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Haven,6,Rex Regum Qeon,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Haven,6,Team Secret,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Haven,7,Rex Regum Qeon,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Haven,7,Team Secret,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Haven,8,Rex Regum Qeon,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Haven,8,Team Secret,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Haven,9,Rex Regum Qeon,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Haven,9,Team Secret,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Haven,10,Rex Regum Qeon,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Haven,10,Team Secret,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Haven,11,Rex Regum Qeon,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Haven,11,Team Secret,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Haven,12,Rex Regum Qeon,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Haven,12,Team Secret,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Haven,13,Team Secret,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Haven,13,Rex Regum Qeon,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Haven,14,Team Secret,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Haven,14,Rex Regum Qeon,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Haven,15,Rex Regum Qeon,Defused,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Haven,15,Team Secret,Detonated Denied,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Haven,16,Team Secret,Detonated,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Haven,16,Rex Regum Qeon,Failed Defused,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Haven,17,Team Secret,Detonated,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Haven,17,Rex Regum Qeon,Failed Defused,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Haven,18,Team Secret,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Haven,18,Rex Regum Qeon,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Haven,19,Team Secret,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Haven,19,Rex Regum Qeon,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Haven,20,Team Secret,Detonated,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Haven,20,Rex Regum Qeon,Failed Defused,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Haven,21,Rex Regum Qeon,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Haven,21,Team Secret,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Haven,22,Team Secret,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Haven,22,Rex Regum Qeon,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Haven,23,Team Secret,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Haven,23,Rex Regum Qeon,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Haven,24,Rex Regum Qeon,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Haven,24,Team Secret,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Haven,25,Rex Regum Qeon,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Haven,25,Team Secret,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Haven,26,Team Secret,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Haven,26,Rex Regum Qeon,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Haven,27,Rex Regum Qeon,Detonated,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Haven,27,Team Secret,Failed Defused,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Haven,28,Rex Regum Qeon,Defused,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Haven,28,Team Secret,Detonated Denied,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Ascent,1,Team Secret,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Ascent,1,Rex Regum Qeon,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Ascent,2,Team Secret,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Ascent,2,Rex Regum Qeon,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Ascent,3,Team Secret,Detonated,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Ascent,3,Rex Regum Qeon,Failed Defused,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Ascent,4,Team Secret,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Ascent,4,Rex Regum Qeon,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Ascent,5,Rex Regum Qeon,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Ascent,5,Team Secret,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Ascent,6,Team Secret,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Ascent,6,Rex Regum Qeon,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Ascent,7,Team Secret,Detonated,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Ascent,7,Rex Regum Qeon,Failed Defused,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Ascent,8,Team Secret,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Ascent,8,Rex Regum Qeon,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Ascent,9,Team Secret,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Ascent,9,Rex Regum Qeon,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Ascent,10,Team Secret,Detonated,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Ascent,10,Rex Regum Qeon,Failed Defused,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Ascent,11,Rex Regum Qeon,Defused,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Ascent,11,Team Secret,Detonated Denied,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Ascent,12,Rex Regum Qeon,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Ascent,12,Team Secret,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Ascent,13,Team Secret,Defused,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Ascent,13,Rex Regum Qeon,Detonated Denied,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Ascent,14,Team Secret,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Ascent,14,Rex Regum Qeon,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Ascent,15,Rex Regum Qeon,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Ascent,15,Team Secret,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Ascent,16,Rex Regum Qeon,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Ascent,16,Team Secret,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Ascent,17,Team Secret,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Ascent,17,Rex Regum Qeon,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Ascent,18,Team Secret,Defused,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Ascent,18,Rex Regum Qeon,Detonated Denied,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Lotus,1,Team Secret,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Lotus,1,Rex Regum Qeon,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Lotus,2,Team Secret,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Lotus,2,Rex Regum Qeon,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Lotus,3,Rex Regum Qeon,Defused,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Lotus,3,Team Secret,Detonated Denied,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Lotus,4,Rex Regum Qeon,Defused,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Lotus,4,Team Secret,Detonated Denied,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Lotus,5,Team Secret,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Lotus,5,Rex Regum Qeon,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Lotus,6,Rex Regum Qeon,Defused,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Lotus,6,Team Secret,Detonated Denied,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Lotus,7,Rex Regum Qeon,Defused,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Lotus,7,Team Secret,Detonated Denied,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Lotus,8,Team Secret,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Lotus,8,Rex Regum Qeon,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Lotus,9,Team Secret,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Lotus,9,Rex Regum Qeon,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Lotus,10,Team Secret,Detonated,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Lotus,10,Rex Regum Qeon,Failed Defused,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Lotus,11,Team Secret,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Lotus,11,Rex Regum Qeon,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Lotus,12,Team Secret,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Lotus,12,Rex Regum Qeon,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Lotus,13,Rex Regum Qeon,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Lotus,13,Team Secret,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Lotus,14,Team Secret,Defused,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Lotus,14,Rex Regum Qeon,Detonated Denied,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Lotus,15,Rex Regum Qeon,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Lotus,15,Team Secret,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Lotus,16,Rex Regum Qeon,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Lotus,16,Team Secret,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Lotus,17,Rex Regum Qeon,Detonated,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Lotus,17,Team Secret,Failed Defused,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Lotus,18,Rex Regum Qeon,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Lotus,18,Team Secret,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Lotus,19,Team Secret,Defused,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Lotus,19,Rex Regum Qeon,Detonated Denied,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Lotus,20,Team Secret,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Lotus,20,Rex Regum Qeon,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Lotus,21,Team Secret,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Lotus,21,Rex Regum Qeon,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Lotus,22,Team Secret,Defused,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Lotus,22,Rex Regum Qeon,Detonated Denied,Loss
VCT 2025: Pacific Stage 1,Playoffs,Upper Round 1,TALON vs Gen.G,Haven,1,Gen.G,Elimination,Win
VCT 2025: Pacific Stage 1,Playoffs,Upper Round 1,TALON vs Gen.G,Haven,1,TALON,Eliminated,Loss
VCT 2025: Pacific Stage 1,Playoffs,Upper Round 1,TALON vs Gen.G,Haven,2,Gen.G,Detonated,Win
VCT 2025: Pacific Stage 1,Playoffs,Upper Round 1,TALON vs Gen.G,Haven,2,TALON,Failed Defused,Loss
VCT 2025: Pacific Stage 1,Playoffs,Upper Round 1,TALON vs Gen.G,Haven,3,TALON,Defused,Win
VCT 2025: Pacific Stage 1,Playoffs,Upper Round 1,TALON vs Gen.G,Haven,3,Gen.G,Detonated Denied,Loss
VCT 2025: Pacific Stage 1,Playoffs,Upper Round 1,TALON vs Gen.G,Haven,4,Gen.G,Detonated,Win
VCT 2025: Pacific Stage 1,Playoffs,Upper Round 1,TALON vs Gen.G,Haven,4,TALON,Failed Defused,Loss
VCT 2025: Pacific Stage 1,Playoffs,Upper Round 1,TALON vs Gen.G,Haven,5,TALON,Defused,Win
VCT 2025: Pacific Stage 1,Playoffs,Upper Round 1,TALON vs Gen.G,Haven,5,Gen.G,Detonated Denied,Loss
VCT 2025: Pacific Stage 1,Playoffs,Upper Round 1,TALON vs Gen.G,Haven,6,TALON,Defused,Win
VCT 2025: Pacific Stage 1,Playoffs,Upper Round 1,TALON vs Gen.G,Haven,6,Gen.G,Detonated Denied,Loss
VCT 2025: Pacific Stage 1,Playoffs,Upper Round 1,TALON vs Gen.G,Haven,7,TALON,Defused,Win
VCT 2025: Pacific Stage 1,Playoffs,Upper Round 1,TALON vs Gen.G,Haven,7,Gen.G,Detonated Denied,Loss
VCT 2025: Pacific Stage 1,Playoffs,Upper Round 1,TALON vs Gen.G,Haven,8,TALON,Elimination,Win
VCT 2025: Pacific Stage 1,Playoffs,Upper Round 1,TALON vs Gen.G,Haven,8,Gen.G,Eliminated,Loss
VCT 2025: Pacific Stage 1,Playoffs,Upper Round 1,TALON vs Gen.G,Haven,9,TALON,Defused,Win
VCT 2025: Pacific Stage 1,Playoffs,Upper Round 1,TALON vs Gen.G,Haven,9,Gen.G,Detonated Denied,Loss
VCT 2025: Pacific Stage 1,Playoffs,Upper Round 1,TALON vs Gen.G,Haven,10,Gen.G,Detonated,Win
VCT 2025: Pacific Stage 1,Playoffs,Upper Round 1,TALON vs Gen.G,Haven,10,TALON,Failed Defused,Loss
VCT 2025: Pacific Stage 1,Playoffs,Upper Round 1,TALON vs Gen.G,Haven,11,TALON,Defused,Win
VCT 2025: Pacific Stage 1,Playoffs,Upper Round 1,TALON vs Gen.G,Haven,11,Gen.G,Detonated Denied,Loss
VCT 2025: Pacific Stage 1,Playoffs,Upper Round 1,TALON vs Gen.G,Haven,12,Gen.G,Elimination,Win
VCT 2025: Pacific Stage 1,Playoffs,Upper Round 1,TALON vs Gen.G,Haven,12,TALON,Eliminated,Loss
