Tournament,Stage,Match Type,Match Name,Map,Round Number,Team,Method,Outcome
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DRX vs Gen.G,Ascent,12,Gen.G,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DRX vs Gen.G,Ascent,13,DRX,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DRX vs Gen.G,Ascent,13,Gen.G,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DRX vs Gen.G,Ascent,14,DRX,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DRX vs Gen.G,Ascent,14,Gen.G,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DRX vs Gen.G,Ascent,15,DRX,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DRX vs Gen.G,Ascent,15,Gen.G,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DRX vs Gen.G,Ascent,16,DRX,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DRX vs Gen.G,Ascent,16,Gen.G,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DRX vs Gen.G,Ascent,17,DRX,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DRX vs Gen.G,Ascent,17,Gen.G,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DRX vs Gen.G,Ascent,18,Gen.G,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DRX vs Gen.G,Ascent,18,DRX,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DRX vs Gen.G,Ascent,19,DRX,Time Expiry (No Plant),Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DRX vs Gen.G,Ascent,19,Gen.G,Time Expiry (Failed to Plant),Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DRX vs Gen.G,Ascent,20,DRX,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DRX vs Gen.G,Ascent,20,Gen.G,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DRX vs Gen.G,Ascent,21,DRX,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DRX vs Gen.G,Ascent,21,Gen.G,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DRX vs Gen.G,Ascent,22,DRX,Defused,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DRX vs Gen.G,Ascent,22,Gen.G,Detonated Denied,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Lotus,1,ZETA DIVISION,Defused,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Lotus,1,Nongshim RedForce,Detonated Denied,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Lotus,2,Nongshim RedForce,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Lotus,2,ZETA DIVISION,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Lotus,3,Nongshim RedForce,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Lotus,3,ZETA DIVISION,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Lotus,4,Nongshim RedForce,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Lotus,4,ZETA DIVISION,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Lotus,5,Nongshim RedForce,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Lotus,5,ZETA DIVISION,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Lotus,6,ZETA DIVISION,Defused,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Lotus,6,Nongshim RedForce,Detonated Denied,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Lotus,7,ZETA DIVISION,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Lotus,7,Nongshim RedForce,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Lotus,8,ZETA DIVISION,Time Expiry (No Plant),Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Lotus,8,Nongshim RedForce,Time Expiry (Failed to Plant),Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Lotus,9,Nongshim RedForce,Detonated,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Lotus,9,ZETA DIVISION,Failed Defused,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Lotus,10,Nongshim RedForce,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Lotus,10,ZETA DIVISION,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Lotus,11,Nongshim RedForce,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Lotus,11,ZETA DIVISION,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Lotus,12,Nongshim RedForce,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Lotus,12,ZETA DIVISION,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Lotus,13,Nongshim RedForce,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Lotus,13,ZETA DIVISION,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Lotus,14,Nongshim RedForce,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Lotus,14,ZETA DIVISION,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Lotus,15,ZETA DIVISION,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Lotus,15,Nongshim RedForce,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Lotus,16,Nongshim RedForce,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Lotus,16,ZETA DIVISION,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Lotus,17,ZETA DIVISION,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Lotus,17,Nongshim RedForce,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Lotus,18,Nongshim RedForce,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Lotus,18,ZETA DIVISION,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Lotus,19,Nongshim RedForce,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Lotus,19,ZETA DIVISION,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Pearl,1,Nongshim RedForce,Defused,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Pearl,1,ZETA DIVISION,Detonated Denied,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Pearl,2,Nongshim RedForce,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Pearl,2,ZETA DIVISION,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Pearl,3,ZETA DIVISION,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Pearl,3,Nongshim RedForce,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Pearl,4,Nongshim RedForce,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Pearl,4,ZETA DIVISION,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Pearl,5,ZETA DIVISION,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Pearl,5,Nongshim RedForce,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Pearl,6,ZETA DIVISION,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Pearl,6,Nongshim RedForce,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Pearl,7,Nongshim RedForce,Defused,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Pearl,7,ZETA DIVISION,Detonated Denied,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Pearl,8,ZETA DIVISION,Detonated,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Pearl,8,Nongshim RedForce,Failed Defused,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Pearl,9,ZETA DIVISION,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Pearl,9,Nongshim RedForce,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Pearl,10,Nongshim RedForce,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Pearl,10,ZETA DIVISION,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Pearl,11,Nongshim RedForce,Time Expiry (No Plant),Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Pearl,11,ZETA DIVISION,Time Expiry (Failed to Plant),Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Pearl,12,Nongshim RedForce,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Pearl,12,ZETA DIVISION,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Pearl,13,ZETA DIVISION,Defused,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Pearl,13,Nongshim RedForce,Detonated Denied,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Pearl,14,ZETA DIVISION,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Pearl,14,Nongshim RedForce,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Pearl,15,Nongshim RedForce,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Pearl,15,ZETA DIVISION,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Pearl,16,ZETA DIVISION,Defused,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Pearl,16,Nongshim RedForce,Detonated Denied,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Pearl,17,ZETA DIVISION,Time Expiry (No Plant),Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Pearl,17,Nongshim RedForce,Time Expiry (Failed to Plant),Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Pearl,18,ZETA DIVISION,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Pearl,18,Nongshim RedForce,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Pearl,19,ZETA DIVISION,Defused,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Pearl,19,Nongshim RedForce,Detonated Denied,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Pearl,20,ZETA DIVISION,Defused,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Pearl,20,Nongshim RedForce,Detonated Denied,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Pearl,21,Nongshim RedForce,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Pearl,21,ZETA DIVISION,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Pearl,22,Nongshim RedForce,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Pearl,22,ZETA DIVISION,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Pearl,23,Nongshim RedForce,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Pearl,23,ZETA DIVISION,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Pearl,24,ZETA DIVISION,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Pearl,24,Nongshim RedForce,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Split,1,ZETA DIVISION,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Split,1,Nongshim RedForce,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Split,2,ZETA DIVISION,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Split,2,Nongshim RedForce,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Split,3,Nongshim RedForce,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Split,3,ZETA DIVISION,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Split,4,ZETA DIVISION,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Split,4,Nongshim RedForce,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Split,5,ZETA DIVISION,Defused,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Split,5,Nongshim RedForce,Detonated Denied,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Split,6,ZETA DIVISION,Time Expiry (No Plant),Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Split,6,Nongshim RedForce,Time Expiry (Failed to Plant),Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Split,7,Nongshim RedForce,Detonated,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Split,7,ZETA DIVISION,Failed Defused,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Split,8,ZETA DIVISION,Defused,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Split,8,Nongshim RedForce,Detonated Denied,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Split,9,Nongshim RedForce,Detonated,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Split,9,ZETA DIVISION,Failed Defused,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Split,10,Nongshim RedForce,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Split,10,ZETA DIVISION,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Split,11,ZETA DIVISION,Defused,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Split,11,Nongshim RedForce,Detonated Denied,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Split,12,Nongshim RedForce,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Split,12,ZETA DIVISION,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Split,13,Nongshim RedForce,Defused,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Split,13,ZETA DIVISION,Detonated Denied,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Split,14,Nongshim RedForce,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Split,14,ZETA DIVISION,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Split,15,Nongshim RedForce,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Split,15,ZETA DIVISION,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Split,16,Nongshim RedForce,Time Expiry (No Plant),Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Split,16,ZETA DIVISION,Time Expiry (Failed to Plant),Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Split,17,Nongshim RedForce,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Split,17,ZETA DIVISION,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Split,18,Nongshim RedForce,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Split,18,ZETA DIVISION,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Split,19,Nongshim RedForce,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Split,19,ZETA DIVISION,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Split,20,Nongshim RedForce,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Split,20,ZETA DIVISION,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DetonatioN FocusMe vs BOOM Esports,Fracture,1,BOOM Esports,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DetonatioN FocusMe vs BOOM Esports,Fracture,1,DetonatioN FocusMe,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DetonatioN FocusMe vs BOOM Esports,Fracture,2,BOOM Esports,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DetonatioN FocusMe vs BOOM Esports,Fracture,2,DetonatioN FocusMe,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DetonatioN FocusMe vs BOOM Esports,Fracture,3,DetonatioN FocusMe,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DetonatioN FocusMe vs BOOM Esports,Fracture,3,BOOM Esports,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DetonatioN FocusMe vs BOOM Esports,Fracture,4,DetonatioN FocusMe,Defused,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DetonatioN FocusMe vs BOOM Esports,Fracture,4,BOOM Esports,Detonated Denied,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DetonatioN FocusMe vs BOOM Esports,Fracture,5,BOOM Esports,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DetonatioN FocusMe vs BOOM Esports,Fracture,5,DetonatioN FocusMe,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DetonatioN FocusMe vs BOOM Esports,Fracture,6,BOOM Esports,Detonated,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DetonatioN FocusMe vs BOOM Esports,Fracture,6,DetonatioN FocusMe,Failed Defused,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DetonatioN FocusMe vs BOOM Esports,Fracture,7,DetonatioN FocusMe,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DetonatioN FocusMe vs BOOM Esports,Fracture,7,BOOM Esports,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DetonatioN FocusMe vs BOOM Esports,Fracture,8,DetonatioN FocusMe,Defused,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DetonatioN FocusMe vs BOOM Esports,Fracture,8,BOOM Esports,Detonated Denied,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DetonatioN FocusMe vs BOOM Esports,Fracture,9,DetonatioN FocusMe,Defused,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DetonatioN FocusMe vs BOOM Esports,Fracture,9,BOOM Esports,Detonated Denied,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DetonatioN FocusMe vs BOOM Esports,Fracture,10,BOOM Esports,Detonated,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DetonatioN FocusMe vs BOOM Esports,Fracture,10,DetonatioN FocusMe,Failed Defused,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DetonatioN FocusMe vs BOOM Esports,Fracture,11,BOOM Esports,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DetonatioN FocusMe vs BOOM Esports,Fracture,11,DetonatioN FocusMe,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DetonatioN FocusMe vs BOOM Esports,Fracture,12,DetonatioN FocusMe,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DetonatioN FocusMe vs BOOM Esports,Fracture,12,BOOM Esports,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DetonatioN FocusMe vs BOOM Esports,Fracture,13,BOOM Esports,Defused,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DetonatioN FocusMe vs BOOM Esports,Fracture,13,DetonatioN FocusMe,Detonated Denied,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DetonatioN FocusMe vs BOOM Esports,Fracture,14,BOOM Esports,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DetonatioN FocusMe vs BOOM Esports,Fracture,14,DetonatioN FocusMe,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DetonatioN FocusMe vs BOOM Esports,Fracture,15,BOOM Esports,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DetonatioN FocusMe vs BOOM Esports,Fracture,15,DetonatioN FocusMe,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DetonatioN FocusMe vs BOOM Esports,Fracture,16,DetonatioN FocusMe,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DetonatioN FocusMe vs BOOM Esports,Fracture,16,BOOM Esports,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DetonatioN FocusMe vs BOOM Esports,Fracture,17,BOOM Esports,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DetonatioN FocusMe vs BOOM Esports,Fracture,17,DetonatioN FocusMe,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DetonatioN FocusMe vs BOOM Esports,Fracture,18,BOOM Esports,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DetonatioN FocusMe vs BOOM Esports,Fracture,18,DetonatioN FocusMe,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DetonatioN FocusMe vs BOOM Esports,Fracture,19,DetonatioN FocusMe,Elimination,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DetonatioN FocusMe vs BOOM Esports,Fracture,19,BOOM Esports,Eliminated,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DetonatioN FocusMe vs BOOM Esports,Fracture,20,BOOM Esports,Defused,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DetonatioN FocusMe vs BOOM Esports,Fracture,20,DetonatioN FocusMe,Detonated Denied,Loss
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DetonatioN FocusMe vs BOOM Esports,Fracture,21,BOOM Esports,Defused,Win
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DetonatioN FocusMe vs BOOM Esports,Fracture,21,DetonatioN FocusMe,Detonated Denied,Loss
