Tournament,Stage,Match Type,Match Name,Map,Player Team,Player,Enemy Team,Enemy,Player Kills,Enemy Kills,Difference,Kill Type
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Bind,BOOM Esports,BerserX,Paper Rex,something,3,3,0,All Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Bind,BOOM Esports,BerserX,Paper Rex,Jinggg,4,5,-1,All Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Bind,BOOM Esports,BerserX,Paper Rex,d4v41,3,1,2,All Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Bind,BOOM Esports,BerserX,Paper Rex,f0rsakeN,4,2,2,All Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Bind,BOOM Esports,BerserX,Paper Rex,PatMen,3,4,-1,All Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Bind,BOOM Esports,Famouz,Paper Rex,something,3,5,-2,All Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Bind,BOOM Esports,Famouz,Paper Rex,Jinggg,3,3,0,All Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Bind,BOOM Esports,Famouz,Paper Rex,d4v41,4,3,1,All Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Bind,BOOM Esports,Famouz,Paper Rex,f0rsakeN,2,3,-1,All Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Bind,BOOM Esports,Famouz,Paper Rex,PatMen,2,4,-2,All Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Bind,BOOM Esports,dos9,Paper Rex,something,,,,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Bind,BOOM Esports,dos9,Paper Rex,Jinggg,,,,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Bind,BOOM Esports,dos9,Paper Rex,d4v41,,,,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Bind,BOOM Esports,dos9,Paper Rex,f0rsakeN,,,,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Bind,BOOM Esports,dos9,Paper Rex,PatMen,,,,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Bind,BOOM Esports,NcSlasher,Paper Rex,something,1,0,1,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Bind,BOOM Esports,NcSlasher,Paper Rex,Jinggg,0,1,-1,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Bind,BOOM Esports,NcSlasher,Paper Rex,d4v41,1,2,-1,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Bind,BOOM Esports,NcSlasher,Paper Rex,f0rsakeN,2,0,2,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Bind,BOOM Esports,NcSlasher,Paper Rex,PatMen,,,,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Bind,BOOM Esports,Shiro,Paper Rex,something,0,1,-1,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Bind,BOOM Esports,Shiro,Paper Rex,Jinggg,,,,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Bind,BOOM Esports,Shiro,Paper Rex,d4v41,1,1,0,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Bind,BOOM Esports,Shiro,Paper Rex,f0rsakeN,1,0,1,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Bind,BOOM Esports,Shiro,Paper Rex,PatMen,,,,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Bind,BOOM Esports,BerserX,Paper Rex,something,,,,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Bind,BOOM Esports,BerserX,Paper Rex,Jinggg,2,2,0,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Bind,BOOM Esports,BerserX,Paper Rex,d4v41,1,0,1,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Bind,BOOM Esports,BerserX,Paper Rex,f0rsakeN,1,0,1,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Bind,BOOM Esports,BerserX,Paper Rex,PatMen,,,,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Bind,BOOM Esports,Famouz,Paper Rex,something,0,1,-1,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Bind,BOOM Esports,Famouz,Paper Rex,Jinggg,2,0,2,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Bind,BOOM Esports,Famouz,Paper Rex,d4v41,0,1,-1,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Bind,BOOM Esports,Famouz,Paper Rex,f0rsakeN,,,,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Bind,BOOM Esports,Famouz,Paper Rex,PatMen,,,,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Bind,BOOM Esports,dos9,Paper Rex,something,,,,Op Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Bind,BOOM Esports,dos9,Paper Rex,Jinggg,,,,Op Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Bind,BOOM Esports,dos9,Paper Rex,d4v41,,,,Op Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Bind,BOOM Esports,dos9,Paper Rex,f0rsakeN,,,,Op Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Bind,BOOM Esports,dos9,Paper Rex,PatMen,,,,Op Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Bind,BOOM Esports,NcSlasher,Paper Rex,something,,,,Op Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Bind,BOOM Esports,NcSlasher,Paper Rex,Jinggg,,,,Op Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Bind,BOOM Esports,NcSlasher,Paper Rex,d4v41,,,,Op Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Bind,BOOM Esports,NcSlasher,Paper Rex,f0rsakeN,,,,Op Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Bind,BOOM Esports,NcSlasher,Paper Rex,PatMen,,,,Op Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Bind,BOOM Esports,Shiro,Paper Rex,something,0,3,-3,Op Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Bind,BOOM Esports,Shiro,Paper Rex,Jinggg,,,,Op Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Bind,BOOM Esports,Shiro,Paper Rex,d4v41,,,,Op Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Bind,BOOM Esports,Shiro,Paper Rex,f0rsakeN,,,,Op Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Bind,BOOM Esports,Shiro,Paper Rex,PatMen,,,,Op Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Bind,BOOM Esports,BerserX,Paper Rex,something,,,,Op Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Bind,BOOM Esports,BerserX,Paper Rex,Jinggg,,,,Op Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Bind,BOOM Esports,BerserX,Paper Rex,d4v41,,,,Op Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Bind,BOOM Esports,BerserX,Paper Rex,f0rsakeN,,,,Op Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Bind,BOOM Esports,BerserX,Paper Rex,PatMen,,,,Op Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Bind,BOOM Esports,Famouz,Paper Rex,something,0,1,-1,Op Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Bind,BOOM Esports,Famouz,Paper Rex,Jinggg,,,,Op Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Bind,BOOM Esports,Famouz,Paper Rex,d4v41,1,0,1,Op Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Bind,BOOM Esports,Famouz,Paper Rex,f0rsakeN,,,,Op Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Bind,BOOM Esports,Famouz,Paper Rex,PatMen,1,0,1,Op Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Lotus,BOOM Esports,dos9,Paper Rex,something,3,3,0,All Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Lotus,BOOM Esports,dos9,Paper Rex,Jinggg,2,4,-2,All Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Lotus,BOOM Esports,dos9,Paper Rex,d4v41,3,3,0,All Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Lotus,BOOM Esports,dos9,Paper Rex,f0rsakeN,5,5,0,All Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Lotus,BOOM Esports,dos9,Paper Rex,PatMen,2,1,1,All Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Lotus,BOOM Esports,NcSlasher,Paper Rex,something,0,5,-5,All Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Lotus,BOOM Esports,NcSlasher,Paper Rex,Jinggg,2,5,-3,All Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Lotus,BOOM Esports,NcSlasher,Paper Rex,d4v41,3,4,-1,All Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Lotus,BOOM Esports,NcSlasher,Paper Rex,f0rsakeN,3,1,2,All Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Lotus,BOOM Esports,NcSlasher,Paper Rex,PatMen,4,3,1,All Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Lotus,BOOM Esports,Shiro,Paper Rex,something,6,5,1,All Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Lotus,BOOM Esports,Shiro,Paper Rex,Jinggg,4,1,3,All Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Lotus,BOOM Esports,Shiro,Paper Rex,d4v41,2,5,-3,All Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Lotus,BOOM Esports,Shiro,Paper Rex,f0rsakeN,3,6,-3,All Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Lotus,BOOM Esports,Shiro,Paper Rex,PatMen,4,1,3,All Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Lotus,BOOM Esports,BerserX,Paper Rex,something,4,1,3,All Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Lotus,BOOM Esports,BerserX,Paper Rex,Jinggg,5,1,4,All Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Lotus,BOOM Esports,BerserX,Paper Rex,d4v41,2,4,-2,All Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Lotus,BOOM Esports,BerserX,Paper Rex,f0rsakeN,5,4,1,All Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Lotus,BOOM Esports,BerserX,Paper Rex,PatMen,2,7,-5,All Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Lotus,BOOM Esports,Famouz,Paper Rex,something,2,6,-4,All Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Lotus,BOOM Esports,Famouz,Paper Rex,Jinggg,5,4,1,All Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Lotus,BOOM Esports,Famouz,Paper Rex,d4v41,6,2,4,All Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Lotus,BOOM Esports,Famouz,Paper Rex,f0rsakeN,1,5,-4,All Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Lotus,BOOM Esports,Famouz,Paper Rex,PatMen,3,1,2,All Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Lotus,BOOM Esports,dos9,Paper Rex,something,0,2,-2,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Lotus,BOOM Esports,dos9,Paper Rex,Jinggg,1,0,1,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Lotus,BOOM Esports,dos9,Paper Rex,d4v41,0,1,-1,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Lotus,BOOM Esports,dos9,Paper Rex,f0rsakeN,0,1,-1,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Lotus,BOOM Esports,dos9,Paper Rex,PatMen,,,,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Lotus,BOOM Esports,NcSlasher,Paper Rex,something,0,2,-2,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Lotus,BOOM Esports,NcSlasher,Paper Rex,Jinggg,,,,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Lotus,BOOM Esports,NcSlasher,Paper Rex,d4v41,,,,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Lotus,BOOM Esports,NcSlasher,Paper Rex,f0rsakeN,,,,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Lotus,BOOM Esports,NcSlasher,Paper Rex,PatMen,0,1,-1,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Lotus,BOOM Esports,Shiro,Paper Rex,something,1,1,0,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Lotus,BOOM Esports,Shiro,Paper Rex,Jinggg,1,0,1,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Lotus,BOOM Esports,Shiro,Paper Rex,d4v41,,,,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Lotus,BOOM Esports,Shiro,Paper Rex,f0rsakeN,1,0,1,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Lotus,BOOM Esports,Shiro,Paper Rex,PatMen,,,,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Lotus,BOOM Esports,BerserX,Paper Rex,something,,,,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Lotus,BOOM Esports,BerserX,Paper Rex,Jinggg,1,0,1,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Lotus,BOOM Esports,BerserX,Paper Rex,d4v41,0,1,-1,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Lotus,BOOM Esports,BerserX,Paper Rex,f0rsakeN,,,,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Lotus,BOOM Esports,BerserX,Paper Rex,PatMen,,,,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Lotus,BOOM Esports,Famouz,Paper Rex,something,1,2,-1,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Lotus,BOOM Esports,Famouz,Paper Rex,Jinggg,0,2,-2,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Lotus,BOOM Esports,Famouz,Paper Rex,d4v41,1,1,0,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Lotus,BOOM Esports,Famouz,Paper Rex,f0rsakeN,1,0,1,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Lotus,BOOM Esports,Famouz,Paper Rex,PatMen,1,0,1,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Lotus,BOOM Esports,dos9,Paper Rex,something,,,,Op Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Lotus,BOOM Esports,dos9,Paper Rex,Jinggg,,,,Op Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Lotus,BOOM Esports,dos9,Paper Rex,d4v41,,,,Op Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Lotus,BOOM Esports,dos9,Paper Rex,f0rsakeN,,,,Op Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Lotus,BOOM Esports,dos9,Paper Rex,PatMen,,,,Op Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Lotus,BOOM Esports,NcSlasher,Paper Rex,something,,,,Op Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Lotus,BOOM Esports,NcSlasher,Paper Rex,Jinggg,,,,Op Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Lotus,BOOM Esports,NcSlasher,Paper Rex,d4v41,,,,Op Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Lotus,BOOM Esports,NcSlasher,Paper Rex,f0rsakeN,,,,Op Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Lotus,BOOM Esports,NcSlasher,Paper Rex,PatMen,,,,Op Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Lotus,BOOM Esports,Shiro,Paper Rex,something,,,,Op Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Lotus,BOOM Esports,Shiro,Paper Rex,Jinggg,,,,Op Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Lotus,BOOM Esports,Shiro,Paper Rex,d4v41,,,,Op Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Lotus,BOOM Esports,Shiro,Paper Rex,f0rsakeN,,,,Op Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Lotus,BOOM Esports,Shiro,Paper Rex,PatMen,,,,Op Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Lotus,BOOM Esports,BerserX,Paper Rex,something,,,,Op Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Lotus,BOOM Esports,BerserX,Paper Rex,Jinggg,,,,Op Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Lotus,BOOM Esports,BerserX,Paper Rex,d4v41,,,,Op Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Lotus,BOOM Esports,BerserX,Paper Rex,f0rsakeN,,,,Op Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Lotus,BOOM Esports,BerserX,Paper Rex,PatMen,,,,Op Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Lotus,BOOM Esports,Famouz,Paper Rex,something,,,,Op Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Lotus,BOOM Esports,Famouz,Paper Rex,Jinggg,,,,Op Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Lotus,BOOM Esports,Famouz,Paper Rex,d4v41,1,0,1,Op Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Lotus,BOOM Esports,Famouz,Paper Rex,f0rsakeN,,,,Op Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Lotus,BOOM Esports,Famouz,Paper Rex,PatMen,,,,Op Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,All Maps,Gen.G,Karon,Team Secret,Wild0reoo,4,3,1,All Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,All Maps,Gen.G,Karon,Team Secret,ZesBeeW,8,4,4,All Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,All Maps,Gen.G,Karon,Team Secret,invy,6,5,1,All Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,All Maps,Gen.G,Karon,Team Secret,kellyS,6,4,2,All Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,All Maps,Gen.G,Karon,Team Secret,n1zzy,9,4,5,All Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,All Maps,Gen.G,t3xture,Team Secret,Wild0reoo,8,4,4,All Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,All Maps,Gen.G,t3xture,Team Secret,ZesBeeW,6,2,4,All Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,All Maps,Gen.G,t3xture,Team Secret,invy,4,9,-5,All Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,All Maps,Gen.G,t3xture,Team Secret,kellyS,11,1,10,All Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,All Maps,Gen.G,t3xture,Team Secret,n1zzy,9,4,5,All Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,All Maps,Gen.G,Ash,Team Secret,Wild0reoo,8,5,3,All Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,All Maps,Gen.G,Ash,Team Secret,ZesBeeW,10,2,8,All Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,All Maps,Gen.G,Ash,Team Secret,invy,4,6,-2,All Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,All Maps,Gen.G,Ash,Team Secret,kellyS,8,2,6,All Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,All Maps,Gen.G,Ash,Team Secret,n1zzy,3,6,-3,All Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,All Maps,Gen.G,Foxy9,Team Secret,Wild0reoo,5,3,2,All Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,All Maps,Gen.G,Foxy9,Team Secret,ZesBeeW,5,1,4,All Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,All Maps,Gen.G,Foxy9,Team Secret,invy,11,4,7,All Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,All Maps,Gen.G,Foxy9,Team Secret,kellyS,3,4,-1,All Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,All Maps,Gen.G,Foxy9,Team Secret,n1zzy,6,5,1,All Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,All Maps,Gen.G,Munchkin,Team Secret,Wild0reoo,7,1,6,All Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,All Maps,Gen.G,Munchkin,Team Secret,ZesBeeW,2,5,-3,All Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,All Maps,Gen.G,Munchkin,Team Secret,invy,4,7,-3,All Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,All Maps,Gen.G,Munchkin,Team Secret,kellyS,6,4,2,All Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,All Maps,Gen.G,Munchkin,Team Secret,n1zzy,4,3,1,All Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,All Maps,Gen.G,Karon,Team Secret,Wild0reoo,,,,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,All Maps,Gen.G,Karon,Team Secret,ZesBeeW,1,0,1,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,All Maps,Gen.G,Karon,Team Secret,invy,,,,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,All Maps,Gen.G,Karon,Team Secret,kellyS,,,,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,All Maps,Gen.G,Karon,Team Secret,n1zzy,2,1,1,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,All Maps,Gen.G,t3xture,Team Secret,Wild0reoo,3,0,3,First Kills
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,All Maps,Gen.G,t3xture,Team Secret,ZesBeeW,,,,First Kills
