Tournament,Stage,Match Type,Match Name,Map,Player Team,Player,Enemy Team,Enemy,Player Kills,Enemy Kills,Difference,Kill Type
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,All Maps,Paper Rex,d4v41,ZETA DIVISION,CLZ,2,0,2,First Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,All Maps,Paper Rex,d4v41,ZETA DIVISION,SyouTa,0,1,-1,First Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,All Maps,Paper Rex,d4v41,ZETA DIVISION,Xdll,,,,First Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,All Maps,Paper Rex,something,ZETA DIVISION,SugarZ3ro,,,,First Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,All Maps,Paper Rex,something,ZETA DIVISION,Dep,5,0,5,First Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,All Maps,Paper Rex,something,ZETA DIVISION,CLZ,1,0,1,First Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,All Maps,Paper Rex,something,ZETA DIVISION,SyouTa,3,3,0,First Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,All Maps,Paper Rex,something,ZETA DIVISION,Xdll,0,2,-2,First Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,All Maps,Paper Rex,mindfreak,ZETA DIVISION,SugarZ3ro,1,0,1,First Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,All Maps,Paper Rex,mindfreak,ZETA DIVISION,Dep,,,,First Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,All Maps,Paper Rex,mindfreak,ZETA DIVISION,CLZ,,,,First Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,All Maps,Paper Rex,mindfreak,ZETA DIVISION,SyouTa,1,0,1,First Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,All Maps,Paper Rex,mindfreak,ZETA DIVISION,Xdll,1,0,1,First Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,All Maps,Paper Rex,f0rsakeN,ZETA DIVISION,SugarZ3ro,1,1,0,First Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,All Maps,Paper Rex,f0rsakeN,ZETA DIVISION,Dep,1,2,-1,First Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,All Maps,Paper Rex,f0rsakeN,ZETA DIVISION,CLZ,1,0,1,First Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,All Maps,Paper Rex,f0rsakeN,ZETA DIVISION,SyouTa,3,0,3,First Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,All Maps,Paper Rex,f0rsakeN,ZETA DIVISION,Xdll,,,,First Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,All Maps,Paper Rex,Jinggg,ZETA DIVISION,SugarZ3ro,,,,Op Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,All Maps,Paper Rex,Jinggg,ZETA DIVISION,Dep,,,,Op Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,All Maps,Paper Rex,Jinggg,ZETA DIVISION,CLZ,,,,Op Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,All Maps,Paper Rex,Jinggg,ZETA DIVISION,SyouTa,,,,Op Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,All Maps,Paper Rex,Jinggg,ZETA DIVISION,Xdll,,,,Op Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,All Maps,Paper Rex,d4v41,ZETA DIVISION,SugarZ3ro,1,0,1,Op Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,All Maps,Paper Rex,d4v41,ZETA DIVISION,Dep,0,1,-1,Op Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,All Maps,Paper Rex,d4v41,ZETA DIVISION,CLZ,2,0,2,Op Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,All Maps,Paper Rex,d4v41,ZETA DIVISION,SyouTa,1,1,0,Op Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,All Maps,Paper Rex,d4v41,ZETA DIVISION,Xdll,1,0,1,Op Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,All Maps,Paper Rex,something,ZETA DIVISION,SugarZ3ro,,,,Op Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,All Maps,Paper Rex,something,ZETA DIVISION,Dep,2,0,2,Op Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,All Maps,Paper Rex,something,ZETA DIVISION,CLZ,,,,Op Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,All Maps,Paper Rex,something,ZETA DIVISION,SyouTa,,,,Op Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,All Maps,Paper Rex,something,ZETA DIVISION,Xdll,3,0,3,Op Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,All Maps,Paper Rex,mindfreak,ZETA DIVISION,SugarZ3ro,,,,Op Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,All Maps,Paper Rex,mindfreak,ZETA DIVISION,Dep,,,,Op Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,All Maps,Paper Rex,mindfreak,ZETA DIVISION,CLZ,,,,Op Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,All Maps,Paper Rex,mindfreak,ZETA DIVISION,SyouTa,0,1,-1,Op Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,All Maps,Paper Rex,mindfreak,ZETA DIVISION,Xdll,,,,Op Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,All Maps,Paper Rex,f0rsakeN,ZETA DIVISION,SugarZ3ro,,,,Op Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,All Maps,Paper Rex,f0rsakeN,ZETA DIVISION,Dep,0,1,-1,Op Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,All Maps,Paper Rex,f0rsakeN,ZETA DIVISION,CLZ,,,,Op Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,All Maps,Paper Rex,f0rsakeN,ZETA DIVISION,SyouTa,,,,Op Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,All Maps,Paper Rex,f0rsakeN,ZETA DIVISION,Xdll,,,,Op Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Lotus,Paper Rex,Jinggg,ZETA DIVISION,SugarZ3ro,3,4,-1,All Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Lotus,Paper Rex,Jinggg,ZETA DIVISION,Dep,3,1,2,All Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Lotus,Paper Rex,Jinggg,ZETA DIVISION,CLZ,5,0,5,All Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Lotus,Paper Rex,Jinggg,ZETA DIVISION,SyouTa,3,1,2,All Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Lotus,Paper Rex,Jinggg,ZETA DIVISION,Xdll,2,3,-1,All Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Lotus,Paper Rex,d4v41,ZETA DIVISION,SugarZ3ro,4,1,3,All Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Lotus,Paper Rex,d4v41,ZETA DIVISION,Dep,2,3,-1,All Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Lotus,Paper Rex,d4v41,ZETA DIVISION,CLZ,2,1,1,All Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Lotus,Paper Rex,d4v41,ZETA DIVISION,SyouTa,2,3,-1,All Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Lotus,Paper Rex,d4v41,ZETA DIVISION,Xdll,4,1,3,All Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Lotus,Paper Rex,something,ZETA DIVISION,SugarZ3ro,3,2,1,All Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Lotus,Paper Rex,something,ZETA DIVISION,Dep,7,1,6,All Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Lotus,Paper Rex,something,ZETA DIVISION,CLZ,2,1,1,All Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Lotus,Paper Rex,something,ZETA DIVISION,SyouTa,4,4,0,All Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Lotus,Paper Rex,something,ZETA DIVISION,Xdll,5,4,1,All Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Lotus,Paper Rex,mindfreak,ZETA DIVISION,SugarZ3ro,2,0,2,All Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Lotus,Paper Rex,mindfreak,ZETA DIVISION,Dep,1,2,-1,All Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Lotus,Paper Rex,mindfreak,ZETA DIVISION,CLZ,2,2,0,All Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Lotus,Paper Rex,mindfreak,ZETA DIVISION,SyouTa,4,3,1,All Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Lotus,Paper Rex,mindfreak,ZETA DIVISION,Xdll,1,2,-1,All Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Lotus,Paper Rex,f0rsakeN,ZETA DIVISION,SugarZ3ro,4,3,1,All Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Lotus,Paper Rex,f0rsakeN,ZETA DIVISION,Dep,1,3,-2,All Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Lotus,Paper Rex,f0rsakeN,ZETA DIVISION,CLZ,4,1,3,All Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Lotus,Paper Rex,f0rsakeN,ZETA DIVISION,SyouTa,2,4,-2,All Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Lotus,Paper Rex,f0rsakeN,ZETA DIVISION,Xdll,2,0,2,All Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Lotus,Paper Rex,Jinggg,ZETA DIVISION,SugarZ3ro,0,1,-1,First Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Lotus,Paper Rex,Jinggg,ZETA DIVISION,Dep,1,0,1,First Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Lotus,Paper Rex,Jinggg,ZETA DIVISION,CLZ,,,,First Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Lotus,Paper Rex,Jinggg,ZETA DIVISION,SyouTa,0,1,-1,First Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Lotus,Paper Rex,Jinggg,ZETA DIVISION,Xdll,,,,First Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Lotus,Paper Rex,d4v41,ZETA DIVISION,SugarZ3ro,1,0,1,First Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Lotus,Paper Rex,d4v41,ZETA DIVISION,Dep,,,,First Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Lotus,Paper Rex,d4v41,ZETA DIVISION,CLZ,,,,First Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Lotus,Paper Rex,d4v41,ZETA DIVISION,SyouTa,,,,First Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Lotus,Paper Rex,d4v41,ZETA DIVISION,Xdll,,,,First Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Lotus,Paper Rex,something,ZETA DIVISION,SugarZ3ro,,,,First Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Lotus,Paper Rex,something,ZETA DIVISION,Dep,3,0,3,First Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Lotus,Paper Rex,something,ZETA DIVISION,CLZ,,,,First Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Lotus,Paper Rex,something,ZETA DIVISION,SyouTa,2,1,1,First Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Lotus,Paper Rex,something,ZETA DIVISION,Xdll,0,1,-1,First Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Lotus,Paper Rex,mindfreak,ZETA DIVISION,SugarZ3ro,,,,First Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Lotus,Paper Rex,mindfreak,ZETA DIVISION,Dep,,,,First Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Lotus,Paper Rex,mindfreak,ZETA DIVISION,CLZ,,,,First Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Lotus,Paper Rex,mindfreak,ZETA DIVISION,SyouTa,,,,First Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Lotus,Paper Rex,mindfreak,ZETA DIVISION,Xdll,,,,First Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Lotus,Paper Rex,f0rsakeN,ZETA DIVISION,SugarZ3ro,1,1,0,First Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Lotus,Paper Rex,f0rsakeN,ZETA DIVISION,Dep,1,2,-1,First Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Lotus,Paper Rex,f0rsakeN,ZETA DIVISION,CLZ,1,0,1,First Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Lotus,Paper Rex,f0rsakeN,ZETA DIVISION,SyouTa,1,0,1,First Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Lotus,Paper Rex,f0rsakeN,ZETA DIVISION,Xdll,,,,First Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Lotus,Paper Rex,Jinggg,ZETA DIVISION,SugarZ3ro,,,,Op Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Lotus,Paper Rex,Jinggg,ZETA DIVISION,Dep,,,,Op Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Lotus,Paper Rex,Jinggg,ZETA DIVISION,CLZ,,,,Op Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Lotus,Paper Rex,Jinggg,ZETA DIVISION,SyouTa,,,,Op Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Lotus,Paper Rex,Jinggg,ZETA DIVISION,Xdll,,,,Op Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Lotus,Paper Rex,d4v41,ZETA DIVISION,SugarZ3ro,,,,Op Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Lotus,Paper Rex,d4v41,ZETA DIVISION,Dep,0,1,-1,Op Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Lotus,Paper Rex,d4v41,ZETA DIVISION,CLZ,,,,Op Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Lotus,Paper Rex,d4v41,ZETA DIVISION,SyouTa,,,,Op Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Lotus,Paper Rex,d4v41,ZETA DIVISION,Xdll,,,,Op Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Lotus,Paper Rex,something,ZETA DIVISION,SugarZ3ro,,,,Op Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Lotus,Paper Rex,something,ZETA DIVISION,Dep,2,0,2,Op Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Lotus,Paper Rex,something,ZETA DIVISION,CLZ,,,,Op Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Lotus,Paper Rex,something,ZETA DIVISION,SyouTa,,,,Op Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Lotus,Paper Rex,something,ZETA DIVISION,Xdll,3,0,3,Op Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Lotus,Paper Rex,mindfreak,ZETA DIVISION,SugarZ3ro,,,,Op Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Lotus,Paper Rex,mindfreak,ZETA DIVISION,Dep,,,,Op Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Lotus,Paper Rex,mindfreak,ZETA DIVISION,CLZ,,,,Op Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Lotus,Paper Rex,mindfreak,ZETA DIVISION,SyouTa,0,1,-1,Op Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Lotus,Paper Rex,mindfreak,ZETA DIVISION,Xdll,,,,Op Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Lotus,Paper Rex,f0rsakeN,ZETA DIVISION,SugarZ3ro,,,,Op Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Lotus,Paper Rex,f0rsakeN,ZETA DIVISION,Dep,0,1,-1,Op Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Lotus,Paper Rex,f0rsakeN,ZETA DIVISION,CLZ,,,,Op Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Lotus,Paper Rex,f0rsakeN,ZETA DIVISION,SyouTa,,,,Op Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Lotus,Paper Rex,f0rsakeN,ZETA DIVISION,Xdll,,,,Op Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Fracture,Paper Rex,Jinggg,ZETA DIVISION,SugarZ3ro,3,1,2,All Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Fracture,Paper Rex,Jinggg,ZETA DIVISION,Dep,3,6,-3,All Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Fracture,Paper Rex,Jinggg,ZETA DIVISION,CLZ,3,0,3,All Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Fracture,Paper Rex,Jinggg,ZETA DIVISION,SyouTa,2,2,0,All Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Fracture,Paper Rex,Jinggg,ZETA DIVISION,Xdll,6,3,3,All Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Fracture,Paper Rex,d4v41,ZETA DIVISION,SugarZ3ro,2,2,0,All Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Fracture,Paper Rex,d4v41,ZETA DIVISION,Dep,5,3,2,All Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Fracture,Paper Rex,d4v41,ZETA DIVISION,CLZ,4,1,3,All Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Fracture,Paper Rex,d4v41,ZETA DIVISION,SyouTa,6,2,4,All Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Fracture,Paper Rex,d4v41,ZETA DIVISION,Xdll,3,2,1,All Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Fracture,Paper Rex,something,ZETA DIVISION,SugarZ3ro,4,3,1,All Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Fracture,Paper Rex,something,ZETA DIVISION,Dep,5,4,1,All Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Fracture,Paper Rex,something,ZETA DIVISION,CLZ,3,1,2,All Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Fracture,Paper Rex,something,ZETA DIVISION,SyouTa,3,4,-1,All Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Fracture,Paper Rex,something,ZETA DIVISION,Xdll,3,2,1,All Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Fracture,Paper Rex,mindfreak,ZETA DIVISION,SugarZ3ro,2,2,0,All Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Fracture,Paper Rex,mindfreak,ZETA DIVISION,Dep,2,4,-2,All Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Fracture,Paper Rex,mindfreak,ZETA DIVISION,CLZ,2,3,-1,All Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Fracture,Paper Rex,mindfreak,ZETA DIVISION,SyouTa,1,1,0,All Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Fracture,Paper Rex,mindfreak,ZETA DIVISION,Xdll,6,3,3,All Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Fracture,Paper Rex,f0rsakeN,ZETA DIVISION,SugarZ3ro,7,3,4,All Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Fracture,Paper Rex,f0rsakeN,ZETA DIVISION,Dep,2,4,-2,All Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Fracture,Paper Rex,f0rsakeN,ZETA DIVISION,CLZ,5,2,3,All Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Fracture,Paper Rex,f0rsakeN,ZETA DIVISION,SyouTa,7,2,5,All Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Fracture,Paper Rex,f0rsakeN,ZETA DIVISION,Xdll,2,2,0,All Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Fracture,Paper Rex,Jinggg,ZETA DIVISION,SugarZ3ro,,,,First Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Fracture,Paper Rex,Jinggg,ZETA DIVISION,Dep,0,2,-2,First Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Fracture,Paper Rex,Jinggg,ZETA DIVISION,CLZ,,,,First Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Fracture,Paper Rex,Jinggg,ZETA DIVISION,SyouTa,1,0,1,First Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Fracture,Paper Rex,Jinggg,ZETA DIVISION,Xdll,0,2,-2,First Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Fracture,Paper Rex,d4v41,ZETA DIVISION,SugarZ3ro,,,,First Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Fracture,Paper Rex,d4v41,ZETA DIVISION,Dep,1,0,1,First Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Fracture,Paper Rex,d4v41,ZETA DIVISION,CLZ,2,0,2,First Kills
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Fracture,Paper Rex,d4v41,ZETA DIVISION,SyouTa,0,1,-1,First Kills
